1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,qnage,qnage2,qnrsex,qnstate,qnmarita,qndhh1,qnkids,qnkidsag,qnkidsad,qnemptyn,qn50a,qn50b,qn50c,qn50d,qn50e,qn50f,qn50g,qn50h,qnhealth,qnmhealt,qndebili,qnmcondi,qnemploy,qnpartyu,qneducus,qnreligo,qnhispan,qnraceus,qnrace_1,qnnativi,qnincome,qnl1,qnc1,qnusr,int1,recage,recage2,recage3,gender,rechealt,rechea_1,recemplo,receduc,receduc2,receduc3,racethn,racethn2,recincom,q5_any_o,q50_yes_,hphoneus,cstate,final_ms,cregion,density,division,urban,usr,endlang,intdate,wt1,weight
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,A lot,Yes,Several times a week,No, ,No, ,"Rarely, or","Rarely, or",Never,Never,Not Lonely,7,Very satisfied,Very satisfied,Very satisfied,A few times a month,Every day,Every day,Every day,A few times a month,Every day,A lot,More of a public health problem,Major role,Major role,Major role,No role at all,Both equally/It depends (Vol.),Major reason,Major reason,Minor reason,Major reason,Major reason,Yes,Yes,Every day,2 hours or more,An equal mix of both,Strengthened,Better,Equally satisfied,Less satisfied,"Yes, would recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,Male, ,"Single, living with a partner",2,0, ,No, ,No,No,No,No,No,No,Yes,No,Good,Good,No,Yes,Employed full-time,Democrat,Two-year associate degree from a college or university,Never,No,White, , ,"$40,000 to less than $50,000", ,"Yes, has a home telephone",Urban,"Yes, requested money",18-64,30-49,25-34,MALE,Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,Dual HH,Wisconsin,Urban- Center City (Metro),North Central,2,East North Central,2,Urban,EN,20180522,0.7055,1.5213
Very happy,Somewhat satisfied,Very satisfied,Declined to answer,Very satisfied,A lot,No, ,No, ,Yes,A few times a year,"Rarely, or","Rarely, or",Sometimes,"Rarely, or",Not Lonely,6,Somewhat satisfied,Very satisfied,Somewhat satisfied,A few times a year,A few times a month,A few times a month,A few times a week,A few times a month,A few times a month,Some,More of a public health problem,Major role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Major reason,Minor reason,Minor reason,Yes,Yes,Every day,Less than half an hour,Looking at what other people are doing,Strengthened,Never have feelings of loneliness (Vol.),Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63, ,Male, ,Married,4,0, ,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Very good,Very good,Yes,No,On disability and can't work,Independent,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Once a week,No,White, , ,"$75,000 to less than $90,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,MALE,Excellent/Very Good,Excellent/Very Good/Good,On disability and can't work,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,CPO HH,Arizona,Suburban (Metro),West,3,Mountain,1,Urban,EN,20180522,1.3501,0.7885
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Just a few,No, ,Yes,About once a week,No, ,Never,Never,Sometimes,Never,Not Lonely,3,Somewhat satisfied,Very satisfied,Somewhat satisfied,A few times a month,A few times a month,Never (Vol.),A few times a week,A few times a week,Never (Vol.),Only a little,Declined to answer,No role at all,Major role,Major role,Major role,Both equally/It depends (Vol.),Minor reason,Not a reason,Major reason,Major reason,Major reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, ,Male, ,Married,2,1,16, , ,Yes,Yes,No,No,No,Yes,No,Yes,Excellent,Excellent,No,No,Employed full-time,Or what?,Two-year associate degree from a college or university,Once a week,No,White, , ,"$50,000 to less than $75,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,50-64,45-54,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,Dual HH,Alaska,Rural- Non-Metro,West,Lowest,AK/HI,5,Rural,EN,20180522,0.7055,0.9933
Somewhat happy,Very dissatisfied,Somewhat satisfied,Very satisfied,Very satisfied,A lot,Yes,Several times a week,No, ,Yes,Once or twice a month,Never,Never,Never,Never,Not Lonely,25,Very dissatisfied,Very dissatisfied,Very satisfied,A few times a week,A few times a week,A few times a week,Every day,Every day,Every day,Only a little,More of an individual problem,Minor role,Major role,Minor role,Minor role,Due to factors and circumstances beyond their control,Not a reason,Not a reason,Not a reason,Major reason,Minor reason,Yes,Yes,Every day,2 hours or more,An equal mix of both,Strengthened,Better,Equally satisfied,Equally satisfied,"No, would not recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, ,Male, ,"Single, that is never married",4,1,17, , ,No,No,Yes,No,No,Yes,No,Yes,Excellent,Excellent,No,Yes,Employed full-time,Republican,High school graduate (Grade 12 with diploma or GED certificate),A few times a year,No,White, , ,"$90,000 to less than $100,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,18-29,18-24,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,CPO HH,Arizona,Urban- Center City County (Metro),West,3,Mountain,3,Suburban,EN,20180522,1.3501,1.395
Somewhat happy,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Just a few,Yes,About once a week,Yes,Once or twice a month,No, ,"Rarely, or","Rarely, or","Rarely, or","Rarely, or",Not Lonely,3,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A few times a month,A few times a week,Every day,A few times a week,A few times a week,Every day,Only a little,More of an individual problem,No role at all,Major role,Minor role,Minor role,Both equally/It depends (Vol.),Minor reason,Not a reason,Major reason,Minor reason,Minor reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"Yes, would recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68, ,Male, ,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,No,Yes,Excellent,Excellent,No,No,Retired,Republican,"Some college, no degree (includes some community college)",Seldom,No,White, , ,"$100,000 or more", ,"No, no home telephone",Suburban,"No, did not request money",65+,65-79,65-79,MALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,CPO HH,California,Suburban- Non-Center City (Metro),West,Highest,Pacific,2,Urban,EN,20180522,1.3501,0.9941
Very happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,A fair amount,No, ,Yes,About once a week,No, ,Never,Never,"Rarely, or",Never,Not Lonely,7,Somewhat dissatisfied,Very satisfied,Very satisfied,Every day,Every day,A few times a month,A few times a year,A few times a year,A few times a year,Some,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Not a reason,Minor reason,Major reason,Major reason,Minor reason,Yes,Yes,A few times a week,Less than half an hour,An equal mix of both,Weakened,Worse,Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56, ,Female, ,Married,2,0, ,Yes,No,No,No,No,No,No,No,No,Yes,Very good,Excellent,No,No,Employed full-time,Republican,"Some college, no degree (includes some community college)",Once a week,No,White, , ,Declined to answer, ,"Yes, has a home telephone",Rural,"No, did not request money",18-64,50-64,55-64,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",Don't know/Refused,Yes to any,Yes to any,Dual HH,Arizona,Rural- Non-Metro,West,Lowest,Mountain,5,Rural,EN,20180522,0.7055,0.8257
Very happy,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Just a few,No, ,No, ,No, ,Sometimes,Sometimes,Sometimes,Sometimes,Not Lonely,No one,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a month,A few times a month,A few times a month,A few times a week,Less than that,Less than that,Only a little,More of an individual problem,Major role,Major role,Minor role,Major role,Both equally/It depends (Vol.),Minor reason,Major reason,Major reason,Major reason,Minor reason,Yes,Yes,Less than that, ,Looking at what other people are doing,Weakened,Worse,Less satisfied,Less satisfied,"No, would not recommend",Not sure, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,64, ,Male, ,Divorced,1,0, ,Yes,No,Yes,Yes,No,No,No,No,No,No,Good,Good,Yes,No,Retired,Democrat,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Never,Yes,Other or mixed race (SPECIFY),spanish latino,U.S.,"$100,000 or more", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,MALE,Good,Excellent/Very Good/Good,Retired,College +,College +,College +,Hispanic,"Hispanic, born in US",$90K+,No to all,Yes to any,Dual HH,California,Urban- Center City County (Metro),West,Highest,Pacific,3,Suburban,EN,20180522,0.4775,0.3806
Somewhat happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Not sure,No, ,Yes,Several times a week,Yes,Several times a week,Sometimes,"Rarely, or",Sometimes,Sometimes,Not Lonely,2,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a week,A few times a week,A few times a month,A few times a week,A few times a week,A few times a week,Only a little,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Major reason,Major reason,Minor reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,84, ,Male, ,Married,2,0, ,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Very good,Very good,No,No,Retired,Independent,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Once a week,No,White, , ,"$100,000 or more", ,"Yes, has a home telephone",Suburban,"No, did not request money",65+,80+,80-97,MALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,Dual HH,Florida,Urban- Center City (Metro),South,3,South Atlantic,2,Urban,EN,20180523,0.7055,0.5786
Somewhat happy,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Just a few,No, ,No, ,No, ,"Rarely, or","Rarely, or",Sometimes,"Rarely, or",Not Lonely,4,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,A few times a year,A few times a week,Less than that,A few times a month,Every day,A few times a week,Only a little,More of an individual problem,Minor role,Minor role,Minor role,Minor role,Both equally/It depends (Vol.),Major reason,Not a reason,Minor reason,Minor reason,Minor reason,Yes,Yes,A few times a week,More than half an hour but less than one hour,An equal mix of both,Strengthened,Better,Equally satisfied,Equally satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29, ,Male, ,"Single, that is never married",1,0, ,No, ,No,No,No,No,No,No,No,No,Very good,Very good,No,No,Employed full-time,Independent,Two-year associate degree from a college or university,A few times a year,No,White, , ,"$75,000 to less than $90,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,18-29,25-34,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,No to all,No to all,CPO HH,North Carolina,Urban- Center City (Metro),South,4,South Atlantic,1,Urban,EN,20180523,1.3501,2.073
Very happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Just a few,No, ,Yes,Several times a week,No, ,Never,Never,Sometimes,Sometimes,Not Lonely,5,Very satisfied,Very satisfied,Somewhat satisfied,Less than that,A few times a month,Every day,A few times a month,A few times a month,Every day,Some,More of an individual problem,Not sure,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Minor reason,Minor reason,Major reason,Major reason,Yes,Yes,Every day,Less than half an hour,Looking at what other people are doing,Strengthened,Better,Less satisfied,Less satisfied,"No, would not recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70, ,Male, ,Married,2,0, ,No, ,No,No,No,No,No,Yes,Yes,Yes,Good,Very good,Yes,No,Retired,Or what?,"Some college, no degree (includes some community college)",Once or twice a month,No,White, , ,"Less than $20,000", ,"No, no home telephone",Suburban,"No, did not request money",65+,65-79,65-79,MALE,Good,Excellent/Very Good/Good,Retired,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,CPO HH,Iowa,Rural- Non-Metro,North Central,Lowest,West North Central,5,Rural,EN,20180523,1.3501,0.519
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A fair amount,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,15,Very satisfied,Very satisfied,Very satisfied,A few times a week,A few times a week,A few times a week,A few times a week,Every day,Every day,Some,More of a public health problem,Minor role,Major role,Minor role,Minor role,Due to factors and circumstances beyond their control,Minor reason,Minor reason,Minor reason,Major reason,Major reason,Yes,Yes,A few times a week,At least an hour but less than 2 hours,An equal mix of both,Strengthened,Worse,Equally satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21, ,Male, ,"Single, living with a partner",4,2,11, , ,No,No,No,No,No,No,No,No,Very good,Very good,No,No,Employed full-time,Independent,High school graduate (Grade 12 with diploma or GED certificate),Never,No,White, , ,"$75,000 to less than $90,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,18-29,18-24,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,No to all,No to all,CPO HH,Pennsylvania,Rural- Non-Metro,Northeast,2,Mid Atlantic,5,Rural,EN,20180523,1.3501,1.1392
Very happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,A lot,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,12,Somewhat satisfied,Very satisfied,Very satisfied,A few times a week,Every day,Every day,Every day,A few times a week,A few times a week,A lot,More of a public health problem,Major role,Major role,Minor role,Minor role,Both equally/It depends (Vol.),Minor reason,Minor reason,Minor reason,Major reason,Minor reason,Yes,Yes,Every day,2 hours or more,An equal mix of both,Strengthened,Never have feelings of loneliness (Vol.),Equally satisfied,More satisfied,"No, would not recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, ,Male, ,"Single, that is never married",4,0, ,No, ,Yes,No,No,No,No,Yes,No,Yes,Excellent,Excellent,No,No,Unemployed and currently seeking employment,Republican,High school graduate (Grade 12 with diploma or GED certificate),Never,No,White, , ,"$75,000 to less than $90,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,18-29,18-24,MALE,Excellent/Very Good,Excellent/Very Good/Good,Unemployed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,No to all,Yes to any,CPO HH,Pennsylvania,Urban- Center City (Metro),Northeast,3,Mid Atlantic,3,Suburban,EN,20180523,1.3501,1.31
